store_id,brand_id,brand,primary_beverage_category,shop_name_input,zip5_input,query_text,place_id,matched_place_name,matched_formatted_address,matched_google_url,website_url,google_rating,google_user_ratings_total,google_price_level,review_snippet_count,extracted_review_rows,find_status,details_status,fetch_ok,error
MANUAL|CHOO_TEA_BELLEVUE_98004,choo_tea,Choo Tea,PureTea,CHOO TEA BELLEVUE,98004,"CHOO TEA BELLEVUE, 155 108TH AVE NE #101, BELLEVUE, WA, 98004",ChIJPwQIGfZtkFQRgy4vLW1y5ho,Choo Tea Bellevue,"155 108th Ave NE #101, Bellevue, WA 98004, United States",https://maps.google.com/?cid=1938362502864645763,,4.6,101.0,,5,5,OK,OK,1,
BID|PR0091778,coco_fresh_tea_juice,CoCo Fresh Tea & Juice,MilkTea,COCO FRESH,98105,"COCO FRESH, 4700 BROOKLYN AVE NE, SEATTLE, WA, 98105",ChIJJYfzOAAVkFQRmkSR4yhzbz0,CoCo Bubble Tea,"4700 Brooklyn Ave NE, Seattle, WA 98105, United States",https://maps.google.com/?cid=4426883578182321306,https://www.instagram.com/cocobubbleteaseattle?igsh=MTFiemJobjV0MDYx,4.8,11.0,1.0,5,5,OK,OK,1,
BID|PR0081538,coco_fresh_tea_juice,CoCo Fresh Tea & Juice,MilkTea,COCO FRESH TEA & JUICE,98004,"COCO FRESH TEA & JUICE, 11028 NE 8TH ST, BELLEVUE, WA, 98004",ChIJaxM024tskFQRmF1Nqcam2n0,CoCo Bubble Tea,"11028 NE 8th St, Bellevue, WA 98004, United States",https://maps.google.com/?cid=9068744171838070168,,4.2,494.0,1.0,5,5,OK,OK,1,
BID|PR0081660,coco_fresh_tea_juice,CoCo Fresh Tea & Juice,MilkTea,COCO FRESH TUKWILA,98188,"COCO FRESH TUKWILA, 728 SOUTHCENTER MALL STE 1480, TUKWILA, WA, 98188",ChIJ2aQ-18pdkFQRhVQR8Xu05u0,CoCo Bubble Tea,"728 Southcenter Mall, Tukwila, WA 98188, United States",https://maps.google.com/?cid=17142587476050793605,https://www.coco-tea.com/,3.2,65.0,1.0,5,5,OK,OK,1,
BID|PR0091273,comebuy_tea,Comebuy Tea,MilkTea,Come Buy Tea,98122,"Come Buy Tea, 824 E PIKE ST, SEATTLE, WA, 98122",ChIJHSEFMgBrkFQRoJzpf-eavEE,ComeBuyTEA Seattle,"824 E Pike St, Seattle, WA 98122, United States",https://maps.google.com/?cid=4736831227161058464,https://comebuytea-usa.com/,4.1,241.0,1.0,5,5,OK,OK,1,
BID|PR0071069,diy_tea_lab,DIY Tea Lab,MilkTea,DIY TEA LAB,98034,"DIY TEA LAB, 12561 116TH AVE NE, KIRKLAND, WA, 98034",ChIJa9WWthENkFQRxsOyeLQfluU,DIY Tea Lab Cafe (Bubble Tea Cafe),"12561 116th Ave NE, Kirkland, WA 98034, United States",https://maps.google.com/?cid=16543445141171651526,https://www.toasttab.com/local/order/diy-tea-lab-cafe-kirkland/r-2f2a44c7-057e-426f-bd16-78bf0e56e18e,4.2,285.0,1.0,5,5,OK,OK,1,
BID|PR0088857,diy_tea_lab,DIY Tea Lab,MilkTea,DIY TEA LAB - NEWCASTLE,98059,"DIY TEA LAB - NEWCASTLE, 6973 COAL CREEK PKWY SE, NEWCASTLE, WA, 98059",ChIJGfshCV5pkFQRAugZHXGRRko,DIY Tea Lab - Newcastle,"6973 Coal Creek Pkwy SE, Newcastle, WA 98056, United States",https://maps.google.com/?cid=5352125122181982210,https://www.diytealab.com/,4.5,260.0,1.0,5,5,OK,OK,1,
MANUAL|DIY_TEA_LAB_NORTHGATE_98125,diy_tea_lab,DIY Tea Lab,MilkTea,DIY TEA LAB - NORTHGATE,98125,"DIY TEA LAB - NORTHGATE, 334 NE NORTHGATE WAY, SEATTLE, WA, 98125",ChIJjQxuYV0RkFQR2updpXUhW1A,DIY Tea Lab - Northgate,"334 NE Northgate Way, Seattle, WA 98125, United States",https://maps.google.com/?cid=5790258535084190426,https://www.diytealab.com/,,,,0,0,OK,OK,1,
BID|PR0087763,diy_tea_lab,DIY Tea Lab,PureTea,JUST POKE & DIY TEA LAB,98103,"JUST POKE & DIY TEA LAB, 734 N 34TH ST, SEATTLE, WA, 98103",ChIJlz_0JIEVkFQR0eYO4WN5ZaY,Just Poke Fremont,"734 N 34th St, Seattle, WA 98103, United States",https://maps.google.com/?cid=11990123052828387025,http://www.justpoke.com/,4.0,167.0,2.0,5,5,OK,OK,1,
BID|PR0087072,diy_tea_lab,DIY Tea Lab,PureTea,JUST POKE & DIY TEA LAB,98107,"JUST POKE & DIY TEA LAB, 2215 NW MARKET ST, SEATTLE, WA, 98107",ChIJoapjoroVkFQRCgTZNKNjS9o,Just Poké Ballard,"2215 NW Market St, Seattle, WA 98107, United States",https://maps.google.com/?cid=15729775676139045898,https://justpoke.com/locations/ballard/,4.3,56.0,2.0,5,5,OK,OK,1,
